transcript bin.PG29 coverage.PG29 strand.PG29 gene.PG29 cigar.PG29 MD.PG29 NM.PG29 introns_len.PG29 introns_num.PG29 bin.WS coverage.WS strand.WS gene.WS cigar.WS MD.WS NM.WS introns_len.WS introns_num.WS swap.introns_len.PG29 swap.introns_len.WS
augustus_masked-168189440-processed-gene-0.3-mRNA-1 myseq12000.fa.r112 0.99 0 2417959 100M252N219M60N404M114N145M132N860M MD:Z:65T204A340C103A208G74T307G420 NM:i:7 252,60,114,132 4 cdhit-output-4_18.iteration.1 0.99 0 3663351 100M252N219M60N404M114N145M132N860M MD:Z:65T204A340C103A208G74T307G420 NM:i:7 252,60,114,132 4 252,60,114,132 252,60,114,132
augustus_masked-168189649-processed-gene-0.4-mRNA-1 myseq0.fa.r112 0.99 16 7168937 221M87N197M2754N400M MD:Z:765C52 NM:i:1 87,2754 2 cdhit-output-4_10.iteration.1 0.99 0 2915671 400M3662N197M87N221M MD:Z:52G765 NM:i:1 3662,87 2 2754,87 3662,87
augustus_masked-168189867-processed-gene-0.8-mRNA-1 myseq0.fa.r112 0.99 16 7110833 990M73N39M MD:Z:164A864 NM:i:1 73 1 cdhit-output-4_10.iteration.1 0.99 0 2915595 39M73N990M MD:Z:157A39G104C42A518T164 NM:i:5 73 1 73 73
augustus_masked-168189867-processed-gene-0.9-mRNA-1 myseq9000.fa.r112 0.99 0 9275549 120M144N95M58N218M160N152M MD:Z:14A570 NM:i:1 144,58,160 3 cdhit-output-4_15.iteration.1 0.99 16 3575799 152M373N218M58N95M144N120M MD:Z:433T151 NM:i:1 373,58,144 3 144,58,160 144,58,373
augustus_masked-168191531-processed-gene-0.4-mRNA-1 myseq6000.fa.r112 0.99 0 6835357 760M90N114M90N624M MD:Z:153G418T699T225 NM:i:3 90,90 2 cdhit-output-4_14.iteration.1 0.99 0 3011478 760M90N114M90N624M MD:Z:153G418T403A295T225 NM:i:4 90,90 2 90,90 90,90
augustus_masked-168201360-processed-gene-0.2-mRNA-1 myseq6000.fa.r112 0.99 16 6828531 203M90N2419M MD:Z:942A110G522A1045 NM:i:3 90 1 cdhit-output-4_14.iteration.1 0.99 16 3011711 203M90N2419M MD:Z:942A110G522A226G785A32 NM:i:5 90 1 90 90
augustus_masked-168201741-processed-gene-0.4-mRNA-1 myseq0.fa.r112 0.99 0 7168800 728M751N151M97N130M90N1843M MD:Z:54G375G91T2267G61 NM:i:4 751,97,90 3 cdhit-output-4_9.iteration.1 0.99 16 3260962 1843M323N130M97N151M268N728M MD:Z:61C2267A91C375C54 NM:i:4 323,97,268 3 751,97,90 268,97,323
augustus_masked-168206662-processed-gene-0.10-mRNA-1 myseq12000.fa.r112 0.99 16 7687873 270M511N237M203N111M90N96M MD:Z:16C62G369G21C38A203 NM:i:5 511,203,90 3 cdhit-output-4_17.iteration.1 0.99 16 2989211 270M511N237M203N111M90N96M MD:Z:16C62G369G21C38A203 NM:i:5 511,203,90 3 90,203,511 90,203,511
augustus_masked-168207067-processed-gene-0.9-mRNA-1 myseq0.fa.r112 0.99 16 7117445 348M114N371M225N137M78N80M MD:Z:109T30A6T36A21T22T115G85C72T92T42A7A48T66T19G151 NM:i:15 114,225,78 3 cdhit-output-4_10.iteration.5 0.99 0 2731223 80M78N137M225N371M114N348M MD:Z:151C19A66A48T7T42A92A72G85C115A22A21T36A6T30A96A12 NM:i:16 78,225,114 3 78,225,114 78,225,114
augustus_masked-168207527-processed-gene-0.11-mRNA-1 myseq12000.fa.r112 0.99 16 7742040 137M86N56M111N3107M MD:Z:180T1707C87T1323 NM:i:3 86,111 2 cdhit-output-4_17.iteration.1 0.99 0 3051681 3107M111N56M86N137M MD:Z:1323A87G431G343A931A180 NM:i:5 111,86 2 111,86 111,86
augustus_masked-168208928-processed-gene-0.15-mRNA-1 myseq0.fa.r112 0.99 0 7088205 105M456N611M MD:Z:577G138 NM:i:1 456 1 cdhit-output-4_11.iteration.1 0.99 0 3213327 105M456N611M MD:Z:577G138 NM:i:1 456 1 456 456
augustus_masked-168209475-processed-gene-0.1-mRNA-1 myseq12000.fa.r112 0.99 16 7753718 1387M455N932M MD:Z:68T108C211A174C9C16A271T46A246C69G107A261G40A32A56G127T210A251 NM:i:17 455 1 cdhit-output-4_17.iteration.1 0.99 16 3052498 1440M336N879M MD:Z:68T108C211A174C9C16A271T46A221A94G369G130G394T195 NM:i:13 336 1 455 336
augustus_masked-168210523-processed-gene-0.14-mRNA-1 myseq9000.fa.r112 0.99 16 9299396 57M86N3143M1165N151M MD:Z:3351 NM:i:0 86,1165 2 cdhit-output-4_14.iteration.1 0.99 16 3011741 57M86N3143M1165N151M MD:Z:1866A1037G446 NM:i:2 86,1165 2 1165,86 1165,86
augustus_masked-168218303-processed-gene-0.18-mRNA-1 myseq9000.fa.r112 0.99 0 9194814 854M211N248M245N220M251N1594M MD:Z:18A1A2895 NM:i:2 211,245,251 3 cdhit-output-4_14.iteration.1 0.99 0 2941396 854M211N248M245N220M251N1594M MD:Z:2916 NM:i:0 211,245,251 3 211,245,251 211,245,251
augustus_masked-168218890-processed-gene-0.5-mRNA-1 myseq0.fa.r112 0.99 0 7016331 2330M185N195M58N232M MD:Z:84C171G145T7T92A161C26A68G708A126C306T262A354A234 NM:i:13 185,58 2 cdhit-output-4_9.iteration.1 0.99 0 3260786 2330M185N195M58N232M MD:Z:84C171G145T7T92A161C26A68G708A126C306T262A354A234 NM:i:13 185,58 2 185,58 185,58
augustus_masked-168230655-processed-gene-0.14-mRNA-1 myseq0.fa.r112 0.99 16 7095467 184M189N182M229N2793M MD:Z:2217A941 NM:i:1 189,229 2 cdhit-output-4_10.iteration.1 0.99 16 2914831 184M189N182M229N2793M MD:Z:2217A941 NM:i:1 189,229 2 229,189 229,189
augustus_masked-168233795-processed-gene-0.6-mRNA-1 myseq3000.fa.r112 0.99 16 9263090 906M182N933M382N192M MD:Z:657A270G805T296 NM:i:3 182,382 2 cdhit-output-4_12.iteration.1 0.99 16 3315909 906M182N933M382N192M MD:Z:657A270G805T296 NM:i:3 182,382 2 382,182 382,182
augustus_masked-168234184-processed-gene-0.3-mRNA-1 myseq9000.fa.r112 0.99 0 9303862 1045M213N123M827N198M149N147M108N800M MD:Z:125T385C25G223C53A242C384T313A253T301 NM:i:9 213,827,149,108 4 cdhit-output-4_15.iteration.1 0.99 16 3576142 800M108N147M149N198M2522N123M213N1045M MD:Z:301A253T313A384G242T53G223C25G385A125 NM:i:9 108,149,2522,213 4 213,827,149,108 213,2522,149,108
augustus_masked-168234872-processed-gene-0.25-mRNA-1 myseq6000.fa.r112 0.99 0 5206598 114M437N1236M373N54M MD:Z:185G1016G201 NM:i:2 437,373 2 cdhit-output-4_14.iteration.1 0.99 0 3011969 114M437N1236M373N54M MD:Z:185G1016G201 NM:i:2 437,373 2 437,373 437,373
augustus_masked-168235312-processed-gene-0.12-mRNA-1 myseq0.fa.r112 0.99 0 7047962 343M20N215M MD:Z:34A279G208G34 NM:i:3 20 1 cdhit-output-4_9.iteration.1 0.99 0 3183795 343M20N215M MD:Z:34A279G208G34 NM:i:3 20 1 20 20
augustus_masked-168237254-processed-gene-0.10-mRNA-1 myseq0.fa.r112 0.99 16 7113678 841M199N105M158N603M118N68M128N115M117N46M244N73M147N155M501N149M MD:Z:49T106A168C75T68T248G3T26T847C556 NM:i:9 199,158,118,128,117,244,147,501 8 cdhit-output-4_10.iteration.1 0.99 0 2915330 149M501N155M147N73M244N46M117N115M128N68M118N603M158N105M199N841M MD:Z:556G847A26A3C248A68A75G168T106A49 NM:i:9 501,147,244,117,128,118,158,199 8 501,147,244,117,128,118,158,199 501,147,244,117,128,118,158,199
augustus_masked-168238487-processed-gene-0.12-mRNA-1 myseq3000.fa.r112 0.99 16 9224013 40M76N1749M691N176M MD:Z:1428G536 NM:i:1 76,691 2 cdhit-output-4_12.iteration.1 0.99 0 3364562 176M691N1749M76N40M MD:Z:536C1428 NM:i:1 691,76 2 691,76 691,76
augustus_masked-168238784-processed-gene-0.4-mRNA-1 myseq0.fa.r112 0.99 0 7017102 1714M71N4085M72N159M MD:Z:2116T487A842A2510 NM:i:3 71,72 2 cdhit-output-4_10.iteration.1 0.99 0 2895455 1714M71N4085M72N159M MD:Z:2116T487A842A2510 NM:i:3 71,72 2 71,72 71,72
augustus_masked-168239565-processed-gene-0.15-mRNA-1 myseq9000.fa.r112 0.99 0 9303910 2734M1389N320M MD:Z:1120A135G35A71A184A406T3A153A59G201C370C306 NM:i:11 1389 1 cdhit-output-4_16.iteration.1 0.99 16 3093546 320M1389N2734M MD:Z:306G209C160G261T283T1G25T2T61G187T184T71T35C135T1120 NM:i:14 1389 1 1389 1389
augustus_masked-168243975-processed-gene-0.1-mRNA-1 myseq12000.fa.r112 0.99 0 7716289 178M88N1214M MD:Z:158C193T291C437G35C273 NM:i:5 88 1 cdhit-output-4_17.iteration.1 0.99 16 2983313 1214M88N178M MD:Z:273G35C437G291A352 NM:i:4 88 1 88 88
augustus_masked-168245590-processed-gene-0.2-mRNA-1 myseq0.fa.r112 0.99 16 7166832 520M778N1094M MD:Z:235C17T639A403T111A204 NM:i:5 778 1 cdhit-output-4_9.iteration.1 0.99 16 3260247 520M778N1094M MD:Z:235C17T639A403T111A204 NM:i:5 778 1 778 778
augustus_masked-168245662-processed-gene-0.14-mRNA-1 myseq9000.fa.r112 0.99 16 9286680 482M254N81M317N161M MD:Z:724 NM:i:0 254,317 2 cdhit-output-4_14.iteration.1 0.99 0 3012287 161M317N81M254N482M MD:Z:724 NM:i:0 317,254 2 317,254 317,254
augustus_masked-168247086-processed-gene-0.14-mRNA-1 myseq0.fa.r112 0.99 16 7050576 1176M96N186M MD:Z:319T145A50G12C10T32G14G168G194T267T141 NM:i:10 96 1 cdhit-output-4_9.iteration.1 0.99 0 3184512 186M96N1176M MD:Z:141A267A194C168C14C32A10G12C50T145A319 NM:i:10 96 1 96 96
augustus_masked-168249747-processed-gene-0.3-mRNA-1 myseq12000.fa.r112 0.99 0 7721531 327M160N477M MD:Z:99G309C394 NM:i:2 160 1 cdhit-output-4_18.iteration.1 0.99 0 3670307 327M160N477M MD:Z:99G309C394 NM:i:2 160 1 160 160
augustus_masked-168249855-processed-gene-0.1-mRNA-1 myseq9000.fa.r112 0.99 0 9295286 143M685N143M1065N2808M695N171M219N762M MD:Z:976G1A1222T1479A345 NM:i:4 685,1065,695,219 4 cdhit-output-4_15.iteration.1 0.99 16 3576108 762M219N171M695N2808M1066N143M682N143M MD:Z:1825A2201 NM:i:1 219,695,1066,682 4 685,1065,695,219 682,1066,695,219
augustus_masked-168249961-processed-gene-0.5-mRNA-1 myseq3000.fa.r112 0.99 16 9141295 1278M775N803M234N615M MD:Z:803A253G207G830T54AC121A35T33A14A25C65T244 NM:i:12 775,234 2 cdhit-output-4_11.iteration.1 0.99 0 3215761 615M234N803M768N1278M MD:Z:244A65G25T14T33A35T121GT54A1038C253T803 NM:i:11 234,768 2 234,775 234,768
augustus_masked-168251063-processed-gene-2.61-mRNA-1 myseq9000.fa.r112 0.99 0 9303891 323M391N97M1361N206M292N121M864N92M237N121M375N677M MD:Z:346T458C170T252G95C300C4T5 NM:i:7 391,1361,292,864,237,375 6 cdhit-output-4_16.iteration.1 0.99 16 3093578 677M375N121M237N92M864N121M292N206M2269N97M391N323M MD:Z:311G95C252A170G805 NM:i:4 375,237,864,292,2269,391 6 391,1361,292,864,237,375 391,2269,292,864,237,375
augustus_masked-168251945-processed-gene-0.0-mRNA-1 myseq0.fa.r112 0.99 0 6954873 259M74N215M552N159M MD:Z:633 NM:i:0 74,552 2 cdhit-output-4_9.iteration.1 0.99 0 3260804 259M74N215M552N159M MD:Z:633 NM:i:0 74,552 2 74,552 74,552
augustus_masked-168252574-processed-gene-0.1-mRNA-1 myseq3000.fa.r112 0.99 16 9227780 1205M1671N175M MD:Z:54T284A278C761 NM:i:3 1671 1 cdhit-output-4_11.iteration.2 0.99 0 3093113 175M2052N1205M MD:Z:761G563A54 NM:i:2 2052 1 1671 2052
augustus_masked-168254100-processed-gene-0.2-mRNA-1 myseq0.fa.r112 0.99 16 7143020 117M91N1299M MD:Z:59G95T56T145A280G395A20A61C73T60T48T113 NM:i:11 91 1 cdhit-output-4_9.iteration.1 0.99 0 3261114 1299M91N117M MD:Z:76C99A795T84T298C59 NM:i:5 91 1 91 91
augustus_masked-168254226-processed-gene-0.1-mRNA-1 myseq9000.fa.r112 0.99 0 9188342 90M88N993M200N238M475N513M520N347M423N208M142N83M MD:Z:188G322G32T437A317G502C668 NM:i:6 88,200,475,520,423,142 6 cdhit-output-4_14.iteration.1 0.99 16 3011952 83M142N208M423N347M520N513M475N238M200N993M88N90M MD:Z:668G502C317T437A32C322C188 NM:i:6 142,423,520,475,200,88 6 88,200,475,520,423,142 88,200,475,520,423,142
augustus_masked-168255257-processed-gene-0.8-mRNA-1 myseq6000.fa.r112 0.99 0 6846851 1330M598N2018M MD:Z:1841T114T313G1077 NM:i:3 598 1 cdhit-output-4_13.iteration.1 0.99 16 3958218 2018M598N1330M MD:Z:422A654C313A1956 NM:i:3 598 1 598 598
augustus_masked-168257195-processed-gene-0.2-mRNA-1 myseq6000.fa.r112 0.99 16 6825402 15M134N163M160N32M75N40M76N2485M1141N174M418N604M MD:Z:297C1463G542G1208 NM:i:3 134,160,75,76,1141,418 6 cdhit-output-4_13.iteration.1 0.99 16 3958271 15M366N163M160N32M75N40M76N2485M1141N174M418N604M MD:Z:297C548G914G1751 NM:i:3 366,160,75,76,1141,418 6 418,1141,76,75,160,134 418,1141,76,75,160,366
augustus_masked-168259156-processed-gene-0.4-mRNA-1 myseq15000.fa.r112 0.99 16 11203711 878M101N82M657N109M132N103M157N150M584N75M3311N180M351N145M1824N979M MD:Z:1136A227T687G167G480 NM:i:4 101,657,132,157,584,3311,351,1824 8 cdhit-output-4_19.iteration.4 0.99 0 1931529 979M2035N145M351N180M3494N75M584N150M157N103M130N109M1025N82M108N878M MD:Z:480C167C687A227T630A505 NM:i:5 2035,351,3494,584,157,130,1025,108 8 1824,351,3311,584,157,132,657,101 2035,351,3494,584,157,130,1025,108
augustus_masked-168275081-processed-gene-0.3-mRNA-1 myseq12000.fa.r112 0.99 0 1103085 1676M119N172M MD:Z:509G131C810G290C104 NM:i:4 119 1 cdhit-output-4_17.iteration.1 0.99 0 3035750 1676M119N172M MD:Z:509G131C103T706G290C104 NM:i:5 119 1 119 119
augustus_masked-168276088-processed-gene-0.13-mRNA-1 myseq3000.fa.r112 0.99 0 9299390 2610M148N90M445N156M MD:Z:475G5G28A2345 NM:i:3 148,445 2 cdhit-output-4_11.iteration.1 0.99 16 3214823 156M445N90M148N2610M MD:Z:2856 NM:i:0 445,148 2 148,445 148,445
augustus_masked-168276834-processed-gene-1.23-mRNA-1 myseq0.fa.r112 0.99 16 7169035 495M163N87M91N133M2647N274M106N127M232N255M MD:Z:1371 NM:i:0 163,91,2647,106,232 5 cdhit-output-4_10.iteration.1 0.99 0 2915663 255M233N127M106N274M2627N133M91N87M163N495M MD:Z:431C939 NM:i:1 233,106,2627,91,163 5 232,106,2647,91,163 233,106,2627,91,163
augustus_masked-168277396-processed-gene-0.3-mRNA-1 myseq6000.fa.r112 0.99 0 6161325 219M84N2061M MD:Z:1308C688C282 NM:i:2 84 1 cdhit-output-4_14.iteration.1 0.99 16 2943797 2061M84N219M MD:Z:282G688G1308 NM:i:2 84 1 84 84
augustus_masked-168285344-processed-gene-0.3-mRNA-1 myseq9000.fa.r112 0.99 16 9208151 1432M543N244M MD:Z:283A293G381T580A135 NM:i:4 543 1 cdhit-output-4_10.iteration.1 0.99 16 2847569 1432M543N244M MD:Z:283A293G381T580A135 NM:i:4 543 1 543 543
augustus_masked-168286735-processed-gene-0.3-mRNA-1 myseq12000.fa.r112 0.99 16 7594485 586M932N66M227N604M129N219M76N329M MD:Z:33C1770 NM:i:1 932,227,129,76 4 cdhit-output-4_19.iteration.1 0.99 0 813106 329M76N219M129N604M227N66M932N586M MD:Z:1636C86C46G33 NM:i:3 76,129,227,932 4 76,129,227,932 76,129,227,932
augustus_masked-168286932-processed-gene-0.3-mRNA-1 myseq12000.fa.r112 0.99 0 7592477 122M266N124M419N138M111N306M MD:Z:122G59A209T27A269 NM:i:4 266,419,111 3 cdhit-output-4_17.iteration.1 0.99 16 3052260 306M97N138M419N124M266N122M MD:Z:269T27A209T59C122 NM:i:4 97,419,266 3 266,419,111 266,419,97
augustus_masked-168289240-processed-gene-0.28-mRNA-1 myseq0.fa.r112 0.99 16 7063842 93M566N210M174N387M MD:Z:592G13A14C68 NM:i:3 566,174 2 cdhit-output-4_9.iteration.1 0.99 0 3260329 387M174N210M566N93M MD:Z:68G14T13C592 NM:i:3 174,566 2 174,566 174,566
augustus_masked-168289507-processed-gene-0.4-mRNA-1 myseq0.fa.r112 0.99 16 308383 12M99N306M913N108M86N39M MD:Z:465 NM:i:0 99,913,86 3 cdhit-output-4_10.iteration.1 0.99 16 2914838 12M99N306M913N108M86N39M MD:Z:323T141 NM:i:1 99,913,86 3 86,913,99 86,913,99
augustus_masked-168290542-processed-gene-0.8-mRNA-1 myseq12000.fa.r112 0.99 16 7693910 812M95N1119M MD:Z:1931 NM:i:0 95 1 cdhit-output-4_17.iteration.1 0.99 16 3052262 812M95N1119M MD:Z:1931 NM:i:0 95 1 95 95
augustus_masked-168294264-processed-gene-0.11-mRNA-1 myseq6000.fa.r112 0.99 16 6707876 2267M80N201M187N73M MD:Z:122A111C149G29A23T46T46G170C31C7T479T76C34G179G289C14T175C178G92G181A41T48 NM:i:21 80,187 2 cdhit-output-4_12.iteration.1 0.99 16 3308944 2267M80N201M187N73M MD:Z:122A111C149G29A23T46T46G170C31C7T479T76C34G179G289C113T45C209G92G181A41T48 NM:i:21 80,187 2 187,80 187,80
augustus_masked-168294370-processed-gene-0.3-mRNA-1 myseq0.fa.r112 0.99 16 761020 48M72N48M176N1127M279N70M90N30M MD:Z:107A316C33C85G40G674T62 NM:i:6 72,176,279,90 4 cdhit-output-4_11.iteration.1 0.99 16 3287722 48M72N48M176N1127M279N70M90N30M MD:Z:107A316C33C85G40G674T62 NM:i:6 72,176,279,90 4 90,279,176,72 90,279,176,72
augustus_masked-168294902-processed-gene-0.4-mRNA-1 myseq0.fa.r112 0.99 0 7018118 366M81N423M MD:Z:103T30C214C126G67A244 NM:i:5 81 1 cdhit-output-4_9.iteration.1 0.99 0 3260567 366M81N423M MD:Z:103T30C214C126G67A244 NM:i:5 81 1 81 81
augustus_masked-168298033-processed-gene-0.4-mRNA-1 myseq12000.fa.r112 0.99 0 7627478 1893M540N57M338N45M MD:Z:176A599A221A326C164A47C41T136A63T48T164 NM:i:10 540,338 2 cdhit-output-4_18.iteration.1 0.99 16 3751754 45M338N57M540N1893M MD:Z:164A48A63T136A41G47T164G326T821T176 NM:i:9 338,540 2 540,338 540,338
augustus_masked-168298465-processed-gene-0.6-mRNA-1 myseq3000.fa.r112 0.99 0 9247285 258M595N333M833N180M MD:Z:4G766 NM:i:1 595,833 2 cdhit-output-4_11.iteration.1 0.99 16 3287748 180M833N333M595N258M MD:Z:766C4 NM:i:1 833,595 2 595,833 595,833
augustus_masked-168302537-processed-gene-0.2-mRNA-1 myseq12000.fa.r112 0.99 16 7678004 574M614N191M MD:Z:419T166C68G81C27 NM:i:4 614 1 cdhit-output-4_16.iteration.1 0.99 0 3092778 191M614N574M MD:Z:27G81C68G166A419 NM:i:4 614 1 614 614
augustus_masked-168304681-processed-gene-0.2-mRNA-1 myseq3000.fa.r112 0.99 0 9212179 63M81N202M85N1544M MD:Z:109A1029T359A278G30 NM:i:4 81,85 2 cdhit-output-4_16.iteration.1 0.99 0 3093493 63M81N202M85N1544M MD:Z:109N99N929T359A278G30 NM:i:5 81,85 2 81,85 81,85
augustus_masked-168310357-processed-gene-0.1-mRNA-1 myseq12000.fa.r112 0.99 16 7749779 195M86N67M55N104M82N247M101N44M90N398M81N90M119N73M MD:Z:32A299T5T5G279T316CT2G15A112T143 NM:i:10 86,55,82,101,90,81,119 7 cdhit-output-4_16.iteration.1 0.99 16 3093119 195M86N67M55N104M82N247M101N44M90N398M81N90M119N73M MD:Z:32A299T5T5G279T238C77CT2G15A112T143 NM:i:11 86,55,82,101,90,81,119 7 119,81,90,101,82,55,86 119,81,90,101,82,55,86
augustus_masked-168312138-processed-gene-0.0-mRNA-1 myseq6000.fa.r112 0.99 16 6815693 1369M105N77M227N487M190N263M105N215M407N1142M MD:Z:1087A848T352G124G1T1136 NM:i:5 105,227,190,105,407 5 cdhit-output-4_14.iteration.1 0.99 16 2948234 1369M105N77M227N487M190N263M105N215M407N1142M MD:Z:252T834A848T352G124G1T1136 NM:i:6 105,227,190,105,407 5 407,105,190,227,105 407,105,190,227,105
augustus_masked-168314018-processed-gene-0.16-mRNA-1 myseq12000.fa.r112 0.99 0 7749517 41M170N886M MD:Z:314T320G62A68C98G60 NM:i:5 170 1 cdhit-output-4_18.iteration.1 0.99 16 3751381 886M170N41M MD:Z:60C98G68T62C320A314 NM:i:5 170 1 170 170
augustus_masked-168315936-processed-gene-0.6-mRNA-1 myseq3000.fa.r112 0.99 0 9299253 21M142N1085M207N406M MD:Z:212A452T482T52A310 NM:i:4 142,207 2 cdhit-output-4_10.iteration.1 0.99 16 2915500 290M285N116M207N1085M142N21M MD:Z:846A665 NM:i:1 285,207,142 3 142,207 142,207,285
augustus_masked-168321331-processed-gene-0.14-mRNA-1 myseq12000.fa.r112 0.99 16 7753965 263M345N613M2990N1371M MD:Z:54AT36AG31G61C35C95G6G122G24T41T28T38T34T23A129C15A39T634G297A484 NM:i:21 345,2990 2 cdhit-output-4_17.iteration.4 0.99 16 4067979 263M347N1729M1234N255M MD:Z:54A31A155T76G469A674G297A377C22T26A41T14 NM:i:11 347,1234 2 2990,345 1234,347
augustus_masked-168322032-processed-gene-0.8-mRNA-1 myseq12000.fa.r112 0.99 16 7744610 1058M236N66M105N296M80N331M88N66M883N141M427N148M277N139M MD:Z:50G191T133CC38G290T181G723A631 NM:i:8 236,105,80,88,883,427,277 7 cdhit-output-4_19.iteration.1 0.99 16 831869 1058M236N66M105N296M80N331M88N66M883N141M427N148M277N139M MD:Z:50G191T133CC38G290T181G723A631 NM:i:8 236,105,80,88,883,427,277 7 277,427,883,88,80,105,236 277,427,883,88,80,105,236
augustus_masked-168322917-processed-gene-0.0-mRNA-1 myseq0.fa.r112 0.99 0 7168700 70M102N158M73N246M96N103M86N546M377N281M354N280M461N176M777N138M207N153M MD:Z:117G125A219T451A40C43T2A140T126C83G37C6T34T16A184C88G283C11A128 NM:i:18 102,73,96,86,377,354,461,777,207 9 cdhit-output-4_9.iteration.5 0.99 0 3180026 70M102N158M73N246M96N103M86N546M377N281M354N456M777N138M206N153M MD:Z:117G125A900T126C83G37C6T236G88G32T59G190C28A111 NM:i:13 102,73,96,86,377,354,777,206 8 102,73,96,86,377,354,461,777,207 102,73,96,86,377,354,777,206
augustus_masked-168323746-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 0 7753741 355M165N204M75N364M293N95M395N455M2049N652M321N224M123N65M241N84M98N207M71N43M MD:Z:654T402T582C448C192G465 NM:i:5 165,75,293,395,2049,321,123,241,98,71 10 cdhit-output-4_16.iteration.1 0.99 16 3028426 43M103N207M98N84M241N65M111N224M321N652M1175N455M395N95M293N364M75N204M165N355M MD:Z:465C192G448G582A402A654 NM:i:5 103,98,241,111,321,1175,395,293,75,165 10 165,75,293,395,2049,321,123,241,98,71 165,75,293,395,1175,321,111,241,98,103
augustus_masked-168323809-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 0 7586336 2233M84N110M MD:Z:115C573A162G1157G332 NM:i:4 84 1 cdhit-output-4_17.iteration.1 0.99 16 3052420 110M84N2233M MD:Z:332C1157C162T573G115 NM:i:4 84 1 84 84
augustus_masked-168325806-processed-gene-0.23-mRNA-1 myseq0.fa.r112 0.99 0 7018020 46M94N140M647N216M MD:Z:402 NM:i:0 94,647 2 cdhit-output-4_8.iteration.2 0.99 16 4124731 216M647N140M94N46M MD:Z:402 NM:i:0 647,94 2 94,647 94,647
augustus_masked-168341060-processed-gene-0.2-mRNA-1 myseq0.fa.r112 0.99 16 32870 949M470N105M114N88M112N81M84N54M96N330M216N102M165N106M109N102M MD:Z:281C591C29G747C163G7G93 NM:i:6 470,114,112,84,96,216,165,109 8 cdhit-output-4_9.iteration.1 0.99 16 3259892 949M470N105M114N88M112N81M84N54M96N330M216N102M165N106M109N102M MD:Z:281C591C29G747C163G101 NM:i:5 470,114,112,84,96,216,165,109 8 109,165,216,96,84,112,114,470 109,165,216,96,84,112,114,470
augustus_masked-168341106-processed-gene-0.13-mRNA-1 myseq9000.fa.r112 0.99 0 9299611 42M450N222M146N239M123N526M114N274M269N715M139N229M581N267M262N264M158N788M MD:Z:279G46C27G647G441G471T442A1206 NM:i:7 450,146,123,114,269,139,581,262,158 9 cdhit-output-4_16.iteration.1 0.99 0 3019942 42M450N222M146N239M123N526M114N274M269N715M139N229M581N267M262N264M158N788M MD:Z:629C372G441G471T1649 NM:i:4 450,146,123,114,269,139,581,262,158 9 450,146,123,114,269,139,581,262,158 450,146,123,114,269,139,581,262,158
augustus_masked-168342493-processed-gene-0.7-mRNA-1 myseq12000.fa.r112 0.99 16 7691534 274M111N94M130N75M80N92M99N437M MD:Z:972 NM:i:0 111,130,80,99 4 cdhit-output-4_17.iteration.1 0.99 0 3051703 437M99N92M80N75M130N94M111N274M MD:Z:972 NM:i:0 99,80,130,111 4 99,80,130,111 99,80,130,111
augustus_masked-168344949-processed-gene-0.2-mRNA-1 myseq3000.fa.r112 0.99 16 9285701 97M186N2030M MD:Z:159G28A387C182C287T91A106C4A7G90A296C479 NM:i:11 186 1 cdhit-output-4_10.iteration.1 0.99 0 2857655 2030M186N97M MD:Z:479G296T90C7T4G106T91A287G182G416C159 NM:i:10 186 1 186 186
augustus_masked-168346439-processed-gene-0.3-mRNA-1 myseq3000.fa.r112 0.99 16 9254514 48M266N2028M MD:Z:6A734C581T8G743 NM:i:4 266 1 cdhit-output-4_12.iteration.1 0.99 16 3364770 48M266N2028M MD:Z:6A734C1214T119 NM:i:3 266 1 266 266
augustus_masked-168351052-processed-gene-0.5-mRNA-1 myseq3000.fa.r112 0.99 0 9225128 1578M207N165M MD:Z:749G993 NM:i:1 207 1 cdhit-output-4_12.iteration.1 0.99 16 3291311 165M207N1578M MD:Z:993C599C149 NM:i:2 207 1 207 207
augustus_masked-168351650-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 16 9298199 1131M120N158M602N1075M MD:Z:120A2243 NM:i:1 120,602 2 cdhit-output-4_10.iteration.1 0.99 0 2914799 1075M602N158M120N1131M MD:Z:2243T120 NM:i:1 602,120 2 602,120 602,120
augustus_masked-168357866-processed-gene-0.15-mRNA-1 myseq6000.fa.r112 0.99 16 6824900 165M629N259M726N719M MD:Z:173C49T292G407A7G123G86 NM:i:6 629,726 2 cdhit-output-4_14.iteration.1 0.99 0 3011817 719M726N259M629N165M MD:Z:86C123C7T407C292A49G173 NM:i:6 726,629 2 726,629 726,629
augustus_masked-168358337-processed-gene-0.7-mRNA-1 myseq3000.fa.r112 0.99 0 9133852 93M372N131M97N81M92N426M MD:Z:287C56T386 NM:i:2 372,97,92 3 cdhit-output-4_11.iteration.1 0.99 0 3288257 93M372N131M97N81M92N426M MD:Z:287C56T386 NM:i:2 372,97,92 3 372,97,92 372,97,92
