transcript bin.x coverage.x strand.x gene.x cigar.x MD.x NM.x bin.y coverage.y strand.y gene.y cigar.y MD.y NM.y
augustus_masked-164176512-processed-gene-0.0-mRNA-1 myseq15000.fa.r112 0.99 0 491261 483M MD:Z:483 NM:i:0 cdhit-output-4_13.iteration.1 0.99 0 3919893 483M MD:Z:483 NM:i:0
augustus_masked-164182358-processed-gene-0.0-mRNA-1 myseq0.fa.r112 0.99 0 7049980 1404M MD:Z:272A1131 NM:i:1 cdhit-output-4_9.iteration.1 0.99 0 3187314 1404M MD:Z:272A1131 NM:i:1
augustus_masked-164203004-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 0 7731588 492M MD:Z:492 NM:i:0 cdhit-output-4_17.iteration.1 0.99 16 135093 492M MD:Z:492 NM:i:0
augustus_masked-164219219-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 16 9297421 497M MD:Z:5A79T15T14C30A67T68C9G26T32A32T27T14A66 NM:i:13 cdhit-output-4_18.iteration.1 0.99 0 3751623 497M MD:Z:380G116 NM:i:1
augustus_masked-164230156-processed-gene-0.1-mRNA-1 myseq3000.fa.r112 0.99 16 9173934 3510M MD:Z:103A559G54G106C20T86G80G30G61A158C134G172C6G285G205A159G27T69C435A139G63T70C32T11T226T188C6 NM:i:26 cdhit-output-4_10.iteration.1 0.99 16 2914987 3510M MD:Z:103A559G54G106C20T86G80G30G61A158C134G172C6G285G205A159G27T69C435A139G121A12C32T11T226T188C6 NM:i:26
augustus_masked-164236887-processed-gene-0.0-mRNA-1 myseq6000.fa.r112 0.99 16 6799061 1218M MD:Z:540C63T6T606 NM:i:3 cdhit-output-4_12.iteration.4 0.99 0 2687558 1218M MD:Z:107T98C19C379A6A63G540 NM:i:6
augustus_masked-164286919-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 0 7707940 330M MD:Z:177C13C8T129 NM:i:3 cdhit-output-4_13.iteration.1 0.99 16 3876645 330M MD:Z:129A8G13G177 NM:i:3
augustus_masked-164304488-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 16 9252682 216M MD:Z:121G65T28 NM:i:2 cdhit-output-4_12.iteration.1 0.99 0 847172 216M MD:Z:216 NM:i:0
augustus_masked-164312928-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 16 9300549 1560M MD:Z:168T161C141C89T103A74G157C84A32T447C94 NM:i:10 cdhit-output-4_10.iteration.1 0.99 0 2914677 1560M MD:Z:94G447A32T84G157C74T193G141G161A168 NM:i:9
augustus_masked-164361246-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 0 9221798 588M MD:Z:10G5T16G57A16GT346A33T97 NM:i:8 cdhit-output-4_10.iteration.1 0.99 16 2847388 588M MD:Z:97A33T346AC16T57C16A5C10 NM:i:8
augustus_masked-164436347-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 0 9299325 470M MD:Z:35G52G10AT100C22G93G112T38 NM:i:8 cdhit-output-4_14.iteration.1 0.99 16 2950387 470M MD:Z:381C88 NM:i:1
augustus_masked-164484758-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 0 7749318 303M MD:Z:21C134C3T33G33G2T3CT28T7G2G26 NM:i:11 cdhit-output-4_16.iteration.2 0.99 0 424917 303M MD:Z:21C91A42C37G33G2T3CT22C13G2G26 NM:i:11
augustus_masked-164497338-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 16 7690436 471M MD:Z:359T19T77G13 NM:i:3 cdhit-output-4_18.iteration.1 0.99 16 3750942 471M MD:Z:359T19T77G13 NM:i:3
augustus_masked-164532107-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 0 7750751 1281M MD:Z:5C7A18C177G67A12G742A246 NM:i:7 cdhit-output-4_8.iteration.1 0.99 16 4559543 1281M MD:Z:246T742C80C177G18T13 NM:i:5
augustus_masked-164586232-processed-gene-0.2-mRNA-1 myseq9000.fa.r112 0.99 16 9177633 707M MD:Z:14A91G17C28T33G97T15TGA18A317T20T1G19G8T14 NM:i:15 cdhit-output-4_16.iteration.2 0.99 16 3953366 707M MD:Z:14A91G17C28T33G97T15TGA18A317T20T1G19G8T14 NM:i:15
augustus_masked-164670580-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 16 9300971 768M MD:Z:72C403C291 NM:i:2 cdhit-output-4_11.iteration.1 0.99 0 3288152 768M MD:Z:291G476 NM:i:1
augustus_masked-164842537-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 0 7704627 1962M MD:Z:330A307T260C366T265A49G379 NM:i:6 cdhit-output-4_17.iteration.1 0.99 16 3052570 1962M MD:Z:379C315A366G568T330 NM:i:4
augustus_masked-164882258-processed-gene-0.0-mRNA-1 myseq0.fa.r112 0.99 0 7166049 2232M MD:Z:667A10C205A137A233T45A542T190G77C117 NM:i:9 cdhit-output-4_10.iteration.1 0.99 0 2846372 2232M MD:Z:115G307A243A10C205A137A233T45A542T190G77C117 NM:i:11
augustus_masked-164890525-processed-gene-0.0-mRNA-1 myseq6000.fa.r112 0.99 0 6808955 1227M MD:Z:383T3A76A71T2G8G32C72G4T95A210G260 NM:i:11 cdhit-output-4_13.iteration.1 0.99 16 3957976 1227M MD:Z:260C210T95A4C72G32C8C2A71T76T3A383 NM:i:11
augustus_masked-165070137-processed-gene-0.2-mRNA-1 myseq0.fa.r112 0.99 16 7042142 765M MD:Z:437A168A12T145 NM:i:3 cdhit-output-4_12.iteration.1 0.99 0 3365000 765M MD:Z:145A12T168T437 NM:i:3
augustus_masked-165076663-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 0 7663903 399M MD:Z:147T56G194 NM:i:2 cdhit-output-4_13.iteration.1 0.99 16 3870731 399M MD:Z:194C56A147 NM:i:2
augustus_masked-165120295-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 16 9295850 1896M MD:Z:35A30A289T461G9T86A221G46T66C5T40C64A46G170T65T51A4A89A80T20 NM:i:19 cdhit-output-4_16.iteration.1 0.99 0 3093485 1896M MD:Z:20A175T51A65A170C46T64A40A5G66A46C285A494A289T30T30A4 NM:i:16
augustus_masked-165132234-processed-gene-0.0-mRNA-1 myseq0.fa.r112 0.99 0 7092996 276M MD:Z:80A195 NM:i:1 cdhit-output-4_10.iteration.1 0.99 16 2915269 276M MD:Z:195T80 NM:i:1
augustus_masked-165157537-processed-gene-0.1-mRNA-1 myseq12000.fa.r112 0.99 0 7740420 1569M MD:Z:56G182T347T37T6A443A143C348 NM:i:7 cdhit-output-4_9.iteration.1 0.99 16 3260318 1569M MD:Z:69C14A30GC231G149T68G368T6A37A347A182C56 NM:i:12
augustus_masked-165164311-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 0 9249242 845M MD:Z:215G224T73A245G84 NM:i:4 cdhit-output-4_15.iteration.1 0.99 16 3575608 845M MD:Z:84C245T73A224C215 NM:i:4
augustus_masked-165290087-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 0 9236115 824M MD:Z:4T92A6C113G90A151A305A56 NM:i:7 cdhit-output-4_11.iteration.1 0.99 16 3250158 824M MD:Z:56T305T151T90C113G6T92A4 NM:i:7
augustus_masked-165479598-processed-gene-0.0-mRNA-1 myseq6000.fa.r112 0.99 0 6827931 660M MD:Z:608GC50 NM:i:2 cdhit-output-4_12.iteration.1 0.99 16 3364363 660M MD:Z:50GC608 NM:i:2
augustus_masked-165482434-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 0 7717456 333M MD:Z:333 NM:i:0 cdhit-output-4_18.iteration.1 0.99 16 3751304 333M MD:Z:333 NM:i:0
augustus_masked-165511409-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 16 7717617 660M MD:Z:141A141T376 NM:i:2 cdhit-output-4_16.iteration.1 0.99 0 3035214 660M MD:Z:376A141T141 NM:i:2
augustus_masked-165513700-processed-gene-0.1-mRNA-1 myseq12000.fa.r112 0.99 16 7730756 372M MD:Z:112A178T80 NM:i:2 cdhit-output-4_17.iteration.1 0.99 16 3007042 372M MD:Z:46T244T80 NM:i:2
augustus_masked-165638823-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 16 9297392 2559M MD:Z:228T814T78A188C144C193A206C21A1A19A200C277T178 NM:i:12 cdhit-output-4_9.iteration.1 0.99 16 3182854 2559M MD:Z:228T814T78A188C144C193A206C21A1A19A200C277T178 NM:i:12
augustus_masked-165671819-processed-gene-0.0-mRNA-1 myseq0.fa.r112 0.99 16 7106114 675M MD:Z:517T43T113 NM:i:2 cdhit-output-4_8.iteration.1 0.99 16 4560159 675M MD:Z:517T43T113 NM:i:2
augustus_masked-165799766-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 16 7592373 636M MD:Z:37C242G247T41C31A13T19 NM:i:6 cdhit-output-4_16.iteration.1 0.99 0 3092766 636M MD:Z:50T28A26G217T30C124T155 NM:i:6
augustus_masked-165834799-processed-gene-0.0-mRNA-1 myseq0.fa.r112 0.99 0 7164788 1533M MD:Z:33T200G119G28G251G165T92G1T123C7C68A331G103 NM:i:12 cdhit-output-4_10.iteration.1 0.99 0 2915276 1533M MD:Z:33T200G119G28G251G165T92G1T123C7C68A435 NM:i:11
augustus_masked-165842763-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 16 9173335 1878M MD:Z:428C414G630G330A72 NM:i:4 cdhit-output-4_12.iteration.1 0.99 16 3364413 1878M MD:Z:428C414G630G403 NM:i:3
augustus_masked-165849520-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 16 7736009 441M MD:Z:441 NM:i:0 cdhit-output-4_17.iteration.1 0.99 0 3051707 441M MD:Z:441 NM:i:0
augustus_masked-165860553-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 0 9163779 1908M MD:Z:599A56T53A62T41T51C104G65A16T680C9T161 NM:i:11 cdhit-output-4_10.iteration.1 0.99 0 2888604 1908M MD:Z:599A56T53A62T41T51C104G65A16T680C9T161 NM:i:11
augustus_masked-165928839-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 0 7634827 1107M MD:Z:79C210G125G191G290A207 NM:i:5 cdhit-output-4_16.iteration.1 0.99 0 3093070 1107M MD:Z:79CC209G125G63A127G498 NM:i:6
augustus_masked-165929190-processed-gene-0.1-mRNA-1 myseq0.fa.r112 0.99 0 7026849 189M MD:Z:155A33 NM:i:1 cdhit-output-4_8.iteration.1 0.99 16 4560070 189M MD:Z:189 NM:i:0
augustus_masked-166018054-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 16 7751806 603M MD:Z:131A471 NM:i:1 cdhit-output-4_17.iteration.1 0.99 0 3051962 603M MD:Z:603 NM:i:0
augustus_masked-166029284-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 16 9183792 597M MD:Z:105A253C237 NM:i:2 cdhit-output-4_9.iteration.1 0.99 0 3260483 597M MD:Z:41G195G253T105 NM:i:3
augustus_masked-166034448-processed-gene-0.1-mRNA-1 myseq9000.fa.r112 0.99 0 9300910 2634M MD:Z:19A30A104G53A214A235T804T234C300G504A127 NM:i:10 cdhit-output-4_10.iteration.1 0.99 0 2915038 2634M MD:Z:155G53A214A72C47G9A104T804T234C300G504A127 NM:i:11
augustus_masked-166054021-processed-gene-0.1-mRNA-1 myseq9000.fa.r112 0.99 16 9139130 1122M MD:Z:54G181A3A755C5T119 NM:i:5 cdhit-output-4_16.iteration.1 0.99 16 3092632 1122M MD:Z:54G181A3A755C5T119 NM:i:5
augustus_masked-166088545-processed-gene-0.1-mRNA-1 myseq12000.fa.r112 0.99 0 7748961 456M MD:Z:456 NM:i:0 cdhit-output-4_8.iteration.1 0.99 0 4560264 456M MD:Z:191C264 NM:i:1
augustus_masked-166088674-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 0 9230179 318M MD:Z:262G55 NM:i:1 cdhit-output-4_11.iteration.1 0.99 16 3288430 318M MD:Z:55C262 NM:i:1
augustus_masked-166196620-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 16 2696427 1839M MD:Z:327A1511 NM:i:1 cdhit-output-4_17.iteration.1 0.99 0 308002 1839M MD:Z:1511T327 NM:i:1
augustus_masked-166196975-processed-gene-0.2-mRNA-1 myseq9000.fa.r112 0.99 16 9219186 1035M MD:Z:134C69T9C286C159G373 NM:i:5 cdhit-output-4_12.iteration.1 0.99 0 3318899 1035M MD:Z:373C159G286G79G134 NM:i:4
augustus_masked-166200433-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 0 9240341 1080M MD:Z:4C36G29G107T101A179C71T114T65G365 NM:i:9 cdhit-output-4_11.iteration.1 0.99 0 3288238 1080M MD:Z:4C36G29G107T101A366T65G365 NM:i:7
augustus_masked-166206904-processed-gene-0.0-mRNA-1 myseq6000.fa.r112 0.99 0 777866 438M MD:Z:9A34T91T301 NM:i:3 cdhit-output-4_14.iteration.3 0.99 16 3758176 438M MD:Z:301A91A34T9 NM:i:3
augustus_masked-166218451-processed-gene-0.0-mRNA-1 myseq6000.fa.r112 0.99 16 3732830 2670M MD:Z:255A107C143T1961A64C20C114 NM:i:6 cdhit-output-4_12.iteration.1 0.99 0 3364553 2670M MD:Z:114G20G64T1961A143G107T255 NM:i:6
augustus_masked-166272012-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 0 7717679 1235M MD:Z:15T7A10C170A27GC222T486G111A37T140 NM:i:10 cdhit-output-4_16.iteration.1 0.99 16 3037717 1235M MD:Z:140A37T111C486A222GC27T170G10T7A15 NM:i:10
augustus_masked-166273037-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 16 7665234 1529M MD:Z:10A54C59G186T208G46T242T35A34C67A59C179C13A197G19A106 NM:i:15 cdhit-output-4_10.iteration.1 0.99 0 2914993 1529M MD:Z:106T19C391G198A242A46C208A186C59G54T10 NM:i:10
augustus_masked-166278787-processed-gene-0.0-mRNA-1 myseq6000.fa.r112 0.99 0 6750484 1299M MD:Z:87T85C9T172A662G251G5T21 NM:i:7 cdhit-output-4_12.iteration.1 0.99 0 3365024 1299M MD:Z:87T85C9T172A662G251G5T21 NM:i:7
augustus_masked-166303890-processed-gene-0.0-mRNA-1 myseq6000.fa.r112 0.99 16 5278218 2484M MD:Z:168T2G476TT94A149C65A406C1116 NM:i:8 cdhit-output-4_13.iteration.1 0.99 16 3957512 2484M MD:Z:168T2G476TT94A149C65A406C1116 NM:i:8
augustus_masked-166326356-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 0 9173621 501M MD:Z:95T90A158A58A6G89 NM:i:5 cdhit-output-4_12.iteration.2 0.99 16 2804484 501M MD:Z:89C6T58T158T90A95 NM:i:5
augustus_masked-166329013-processed-gene-0.0-mRNA-1 myseq6000.fa.r112 0.99 0 6713650 2487M MD:Z:593C73T238G159A1153G266 NM:i:5 cdhit-output-4_14.iteration.1 0.99 16 2940853 2487M MD:Z:266C1153T159C238A73G593 NM:i:5
augustus_masked-166345751-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 16 7624344 1572M MD:Z:642C29G92T141A126T30CA31C29A41G38T66T1C74C73C66A47A29 NM:i:17 cdhit-output-4_18.iteration.1 0.99 0 3751006 1572M MD:Z:29T47T66G73G74G1A66A38C41T29G31TG30A126T141A92C29G642 NM:i:17
augustus_masked-166350556-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 16 9296672 1491M MD:Z:321G139C63G76G295T31A1T558 NM:i:7 cdhit-output-4_10.iteration.2 0.99 0 3112338 1491M MD:Z:558A1T31A295C76C63G139C321 NM:i:7
augustus_masked-166363357-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 0 7597254 714M MD:Z:8A5C125A326A23GA221 NM:i:6 cdhit-output-4_17.iteration.1 0.99 0 2987639 714M MD:Z:8A5C452A23GA221 NM:i:5
augustus_masked-166393132-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 0 7750382 1155M MD:Z:68A443A498CA142 NM:i:4 cdhit-output-4_14.iteration.1 0.99 0 3011648 1155M MD:Z:512A473A24C40A102 NM:i:4
augustus_masked-166396019-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 16 7463719 2200M MD:Z:113C1613T105T72G16T11C29C63AA36T13A3AA45G15A51 NM:i:15 cdhit-output-4_9.iteration.1 0.99 0 3205283 2200M MD:Z:51T15C45TT3T13A36TT63G29G11A16C72A105A1613G113 NM:i:15
augustus_masked-166396561-processed-gene-0.0-mRNA-1 myseq0.fa.r112 0.99 16 7093972 396M MD:Z:247A79T68 NM:i:2 cdhit-output-4_10.iteration.1 0.99 16 2914744 396M MD:Z:247A79T68 NM:i:2
augustus_masked-166397571-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 0 7673440 942M MD:Z:443G498 NM:i:1 cdhit-output-4_9.iteration.1 0.99 0 3192537 942M MD:Z:443G498 NM:i:1
augustus_masked-166399036-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 16 9241977 378M MD:Z:378 NM:i:0 cdhit-output-4_11.iteration.1 0.99 16 3243534 378M MD:Z:378 NM:i:0
augustus_masked-166402395-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 16 9270912 1962M MD:Z:218C195C341C152G479C14G13A543 NM:i:7 cdhit-output-4_10.iteration.1 0.99 0 2847864 1962M MD:Z:543T13C14G102T376C152G179T161G195G218 NM:i:9
augustus_masked-166414248-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 16 9290924 1032M MD:Z:412A25A11G136G18C25T28A101G95C37C123T10 NM:i:11 cdhit-output-4_9.iteration.1 0.99 16 3182935 1032M MD:Z:78C15G317A25A11G136G18C25T28A101G95C37C123T10 NM:i:13
augustus_masked-166421319-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 16 9292106 540M MD:Z:79C444G15 NM:i:2 cdhit-output-4_10.iteration.1 0.99 0 2845537 540M MD:Z:15C444G79 NM:i:2
augustus_masked-166432650-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 0 9217382 2556M MD:Z:158A14C32A98C111G9TG315G67A182T14A5A35T231A269G250C750 NM:i:16 cdhit-output-4_12.iteration.1 0.99 0 3364851 2556M MD:Z:158A14C131C111G9TG176T138G67A182T14A5A267A269G250C750 NM:i:15
augustus_masked-166434217-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 16 7643336 321M MD:Z:16T33C38C3G124T31C39T30 NM:i:7 cdhit-output-4_19.iteration.5 0.99 0 2192846 321M MD:Z:30A39G31A124C3G38G33A16 NM:i:7
augustus_masked-166443000-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 0 9246396 1908M MD:Z:1908 NM:i:0 cdhit-output-4_9.iteration.1 0.99 16 3182681 1908M MD:Z:1908 NM:i:0
augustus_masked-166462832-processed-gene-0.0-mRNA-1 myseq6000.fa.r112 0.99 16 6806521 1158M MD:Z:639C490T27 NM:i:2 cdhit-output-4_14.iteration.1 0.99 0 2940155 1158M MD:Z:27A490G639 NM:i:2
augustus_masked-166474842-processed-gene-0.1-mRNA-1 myseq9000.fa.r112 0.99 16 9166834 345M MD:Z:103C45G170C24 NM:i:3 cdhit-output-4_15.iteration.2 0.99 16 3595447 345M MD:Z:103C45G170C24 NM:i:3
augustus_masked-166481277-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 0 9164032 780M MD:Z:32A39G16G21G257A99T10C299 NM:i:7 cdhit-output-4_9.iteration.1 0.99 16 3258288 780M MD:Z:299G10A99T257C21C16C39T32 NM:i:7
augustus_masked-166503683-processed-gene-0.4-mRNA-1 myseq9000.fa.r112 0.99 16 9300293 456M MD:Z:456 NM:i:0 cdhit-output-4_12.iteration.1 0.99 16 3364841 456M MD:Z:456 NM:i:0
augustus_masked-166510344-processed-gene-0.1-mRNA-1 myseq12000.fa.r112 0.99 16 1232903 309M MD:Z:41G66T95G104 NM:i:3 cdhit-output-4_16.iteration.1 0.99 0 3019383 309M MD:Z:104C95A66C41 NM:i:3
augustus_masked-166526482-processed-gene-0.0-mRNA-1 myseq0.fa.r112 0.99 0 1133043 930M MD:Z:119T8G21G178C11G26G35A35A41T192T8T55T24G1C162 NM:i:14 cdhit-output-4_10.iteration.1 0.99 0 2914635 930M MD:Z:119T8G21G178C11G26G35A35A41T192T8T55T24G1C162 NM:i:14
augustus_masked-166532123-processed-gene-0.1-mRNA-1 myseq3000.fa.r112 0.99 16 9299479 819M MD:Z:5C89A194C129A40T6T24T3C105A3C12T30T167 NM:i:12 cdhit-output-4_10.iteration.1 0.99 16 2914859 819M MD:Z:5C89A194C129A40T6T24T3C105A3C12T30T167 NM:i:12
augustus_masked-166546170-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 0 9135710 2133M MD:Z:40A172T148T42A115T48G36A62C69C860T18G142A208A60T99 NM:i:14 cdhit-output-4_10.iteration.1 0.99 0 2911135 2133M MD:Z:40A172T148T42A115T48G36A62C69C860T18G142A208A60T99 NM:i:14
augustus_masked-166562382-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 0 7636521 1715M MD:Z:313C71T70T1202A55 NM:i:4 cdhit-output-4_16.iteration.1 0.99 16 3093402 1715M MD:Z:55T290G482TA427A70A71G313 NM:i:7
augustus_masked-166569327-processed-gene-0.1-mRNA-1 myseq9000.fa.r112 0.99 16 9192985 1545M MD:Z:264C203C68T354C205G158G28A39T56T3G157 NM:i:10 cdhit-output-4_15.iteration.1 0.99 0 3575509 1545M MD:Z:157C1T1A56A39T28C158C205G354A68G203G264 NM:i:11
augustus_masked-166575899-processed-gene-0.0-mRNA-1 myseq6000.fa.r112 0.99 16 6829772 411M MD:Z:13A19G78CC152C144 NM:i:5 cdhit-output-4_13.iteration.1 0.99 16 3896167 411M MD:Z:13A44G53CC152C144 NM:i:5
augustus_masked-166582141-processed-gene-0.1-mRNA-1 myseq0.fa.r112 0.99 0 7056907 231M MD:Z:140G81A8 NM:i:2 cdhit-output-4_9.iteration.4 0.99 16 2223060 231M MD:Z:8T81C140 NM:i:2
augustus_masked-166602925-processed-gene-0.1-mRNA-1 myseq0.fa.r112 0.99 0 7050364 450M MD:Z:169C280 NM:i:1 cdhit-output-4_9.iteration.1 0.99 0 3260606 450M MD:Z:169C171G41T27G38 NM:i:4
augustus_masked-166603339-processed-gene-0.2-mRNA-1 myseq0.fa.r112 0.99 0 7117990 3018M MD:Z:55G20T313G19A5C51G28G716C503T137G227T650A15C155G110 NM:i:14 cdhit-output-4_10.iteration.1 0.99 16 2915601 3018M MD:Z:266G15T650A755A78T34G38A176C500C28C51G5T19C213A176 NM:i:14
augustus_masked-166611303-processed-gene-0.1-mRNA-1 myseq9000.fa.r112 0.99 0 9243098 381M MD:Z:210T170 NM:i:1 cdhit-output-4_11.iteration.1 0.99 16 3220725 381M MD:Z:170A210 NM:i:1
augustus_masked-166634215-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 0 7685109 2040M MD:Z:206C16A231G167C71T69A586C149T453T83 NM:i:9 cdhit-output-4_17.iteration.1 0.99 0 3052583 2040M MD:Z:206C16A231G167C71T69A586C149T453T83 NM:i:9
augustus_masked-166635318-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 0 9210360 2145M MD:Z:36T83G34G254G166A39C95G2C57A133T82A18T104G32T27C1G98T133C214A40G170T53T80T88C82 NM:i:24 cdhit-output-4_16.iteration.1 0.99 16 3093480 2145M MD:Z:82G88A80A53A211T214G133A128A137A18T82A133T57G2C95G39T139G26C254C34C83A36 NM:i:21
augustus_masked-166638775-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 0 9130897 702M MD:Z:218A269T47A158T6 NM:i:4 cdhit-output-4_11.iteration.1 0.99 0 3215491 702M MD:Z:695T6 NM:i:1
augustus_masked-166653679-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 0 7595845 414M MD:Z:238T175 NM:i:1 cdhit-output-4_17.iteration.1 0.99 0 3052560 414M MD:Z:414 NM:i:0
augustus_masked-166658789-processed-gene-0.2-mRNA-1 myseq9000.fa.r112 0.99 0 9132040 1173M MD:Z:106G1066 NM:i:1 cdhit-output-4_9.iteration.1 0.99 0 3261046 1173M MD:Z:106G364G701 NM:i:2
augustus_masked-166665649-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 16 7357332 942M MD:Z:201T110T78C61T282C70C134 NM:i:6 cdhit-output-4_10.iteration.1 0.99 0 2877029 942M MD:Z:134G70G282A61G78A110A201 NM:i:6
augustus_masked-166676506-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 0 9297726 822M MD:Z:29G369C228G193 NM:i:3 cdhit-output-4_11.iteration.1 0.99 0 3217014 822M MD:Z:399C158G69G193 NM:i:3
augustus_masked-166688901-processed-gene-0.1-mRNA-1 myseq0.fa.r112 0.99 0 7096702 1110M MD:Z:42T59A134G19T61G126G566G96 NM:i:7 cdhit-output-4_9.iteration.1 0.99 0 3259936 1110M MD:Z:42T59A134G19T61G126G566G96 NM:i:7
augustus_masked-166691276-processed-gene-0.0-mRNA-1 myseq0.fa.r112 0.99 16 7071388 1086M MD:Z:85A479C125T394 NM:i:3 cdhit-output-4_9.iteration.1 0.99 16 3206804 1086M MD:Z:85A479C125T394 NM:i:3
augustus_masked-166694858-processed-gene-0.0-mRNA-1 myseq6000.fa.r112 0.99 16 6769429 2358M MD:Z:684A241C38T84G34TT32A812C85A86T24G227 NM:i:11 cdhit-output-4_13.iteration.1 0.99 0 3957509 2358M MD:Z:227C24A86T85G812T32AA34C84A38G241T684 NM:i:11
augustus_masked-166699671-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 0 7650371 867M MD:Z:62G62T40T434C39C225 NM:i:5 cdhit-output-4_18.iteration.1 0.99 0 3670322 867M MD:Z:62G62T40T434C39C225 NM:i:5
augustus_masked-166722433-processed-gene-0.0-mRNA-1 myseq0.fa.r112 0.99 0 7154244 957M MD:Z:230C56C62A35C221C236G33T77 NM:i:7 cdhit-output-4_8.iteration.1 0.99 0 4560013 957M MD:Z:101G128C56C62A35C221C236G33T77 NM:i:8
augustus_masked-166751873-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 16 9209157 1446M MD:Z:149C207G239A518C84C244 NM:i:5 cdhit-output-4_13.iteration.1 0.99 16 3876031 1446M MD:Z:149C207G239A518C84C146A97 NM:i:6
augustus_masked-166775230-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 0 7168212 390M MD:Z:9A81G42C97A43T113 NM:i:5 cdhit-output-4_8.iteration.5 0.99 0 3348699 390M MD:Z:9A81G42C97A43T113 NM:i:5
augustus_masked-166795133-processed-gene-0.1-mRNA-1 myseq12000.fa.r112 0.99 16 5120870 1323M MD:Z:309A58T15G52C762G122 NM:i:5 cdhit-output-4_17.iteration.1 0.99 0 3051967 1323M MD:Z:122C762G52C15A58T309 NM:i:5
augustus_masked-166796671-processed-gene-0.2-mRNA-1 myseq9000.fa.r112 0.99 0 9300936 534M MD:Z:170CC6A142A212 NM:i:4 cdhit-output-4_15.iteration.1 0.99 16 3575819 534M MD:Z:90C27G17G29G13G31T12C27C63C10C34G170 NM:i:11
augustus_masked-166799071-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 16 9259334 999M MD:Z:83C21G1T29CT1C17G30G27G325C184C240T29 NM:i:12 cdhit-output-4_9.iteration.1 0.99 0 3260944 999M MD:Z:29A240G184G29G295C27C30C17G1AG29A1C21G83 NM:i:13
