bin coverage transcript strand gene cigar MD NM
myseq3000.fa.r112 0.99 snap_masked-168376558-processed-gene-0.12-mRNA-1 0 9299210 525M MD:Z:15G39T6C6G81A82G51G6T15G12G15C3G7T4C22G2A32G5G3G11C37G6C1A11G29 NM:i:24
myseq6000.fa.r112 0.99 snap_masked-168373539-processed-gene-0.14-mRNA-1 16 6713852 1488M MD:Z:187G484C41T21C517T4G8TG2A1GC7G5A1C2G1A3A35T2T19A2A13GTG3A105 NM:i:25
myseq3000.fa.r112 0.99 snap_masked-168372947-processed-gene-0.46-mRNA-1 16 9211845 354M MD:Z:88G265 NM:i:1
myseq12000.fa.r112 0.99 snap_masked-168364576-processed-gene-0.37-mRNA-1 0 7631279 198M MD:Z:153C44 NM:i:1
myseq12000.fa.r112 0.99 snap_masked-168358518-processed-gene-0.34-mRNA-1 16 7731163 1446M MD:Z:165G1280 NM:i:1
myseq12000.fa.r112 0.99 snap_masked-168355077-processed-gene-0.60-mRNA-1 16 7686180 867M MD:Z:237A65A340C64C157 NM:i:4
myseq12000.fa.r112 0.99 snap_masked-168348494-processed-gene-0.11-mRNA-1 16 7751958 333M MD:Z:247T22TT61 NM:i:3
myseq0.fa.r112 0.99 snap_masked-168346542-processed-gene-0.4-mRNA-1 16 6336075 359M MD:Z:74A4T37CT64G77CA5A1C21T18C39T7 NM:i:12
myseq6000.fa.r112 0.99 snap_masked-168340612-processed-gene-0.14-mRNA-1 16 6846290 2172M MD:Z:1100A17C328G16A117C589 NM:i:5
myseq6000.fa.r112 0.99 snap_masked-168338686-processed-gene-0.56-mRNA-1 16 1812337 216M MD:Z:59C13G142 NM:i:2
myseq9000.fa.r112 0.99 snap_masked-168338196-processed-gene-0.35-mRNA-1 0 9288456 3189M MD:Z:72A13G224T53G122T9T223C17A30G79A217G79A642A1396 NM:i:13
myseq3000.fa.r112 0.99 snap_masked-168338120-processed-gene-0.9-mRNA-1 16 9297782 303M MD:Z:179G123 NM:i:1
myseq12000.fa.r112 0.99 snap_masked-168330812-processed-gene-0.7-mRNA-1 0 7671899 261M MD:Z:144G96T19 NM:i:2
myseq0.fa.r112 0.99 snap_masked-168327347-processed-gene-1.90-mRNA-1 0 7165320 372M MD:Z:41T330 NM:i:1
myseq9000.fa.r112 0.99 snap_masked-168327198-processed-gene-0.9-mRNA-1 0 9132599 2268M MD:Z:13T289G91G443A122A1305 NM:i:5
myseq3000.fa.r112 0.99 snap_masked-168325153-processed-gene-0.52-mRNA-1 0 3079516 342M MD:Z:9T217A39G14A59 NM:i:4
myseq0.fa.r112 0.99 snap_masked-168323003-processed-gene-0.22-mRNA-1 0 7165996 2973M MD:Z:521C1955G495 NM:i:2
myseq3000.fa.r112 0.99 snap_masked-168314700-processed-gene-0.10-mRNA-1 16 9249197 357M MD:Z:357 NM:i:0
myseq9000.fa.r112 0.99 snap_masked-168314041-processed-gene-0.16-mRNA-1 16 9300789 3195M MD:Z:108C968C62G241G36C1112C20G173A170T50G245 NM:i:10
myseq0.fa.r112 0.99 snap_masked-168312980-processed-gene-0.35-mRNA-1 0 7160182 294M MD:Z:294 NM:i:0
myseq6000.fa.r112 0.99 snap_masked-168312706-processed-gene-0.43-mRNA-1 0 6763839 339M MD:Z:47C220G70 NM:i:2
myseq0.fa.r112 0.99 snap_masked-168306296-processed-gene-0.7-mRNA-1 0 1147947 573M MD:Z:90C136C249G42A17AC33 NM:i:6
myseq12000.fa.r112 0.99 snap_masked-168305341-processed-gene-0.112-mRNA-1 0 7652138 609M MD:Z:167A320C120 NM:i:2
myseq0.fa.r112 0.99 snap_masked-168304880-processed-gene-0.14-mRNA-1 0 7077513 402M MD:Z:36T226C90C25G21 NM:i:4
myseq12000.fa.r112 0.99 snap_masked-168302458-processed-gene-0.7-mRNA-1 0 7740445 2586M MD:Z:9G108A6G35G50C926G32C169C435T276T146C146G41G194 NM:i:13
myseq0.fa.r112 0.99 snap_masked-168300261-processed-gene-0.7-mRNA-1 0 7107653 549M MD:Z:299A15C5AA26T7A47T42C36G63 NM:i:9
myseq12000.fa.r112 0.99 snap_masked-168297966-processed-gene-0.26-mRNA-1 16 7629681 579M MD:Z:176C68T34C149A148 NM:i:4
myseq3000.fa.r112 0.99 snap_masked-168294454-processed-gene-0.6-mRNA-1 0 7526499 834M MD:Z:834 NM:i:0
myseq9000.fa.r112 0.99 snap_masked-168293709-processed-gene-0.14-mRNA-1 16 9284302 192M MD:Z:192 NM:i:0
myseq0.fa.r112 0.99 snap_masked-168293352-processed-gene-0.9-mRNA-1 16 7157549 414M MD:Z:414 NM:i:0
myseq12000.fa.r112 0.99 snap_masked-168292088-processed-gene-0.16-mRNA-1 16 7721611 474M MD:Z:29G364G14T64 NM:i:3
myseq12000.fa.r112 0.99 snap_masked-168291772-processed-gene-0.4-mRNA-1 0 7703967 1095M MD:Z:479C122C5C432A53 NM:i:4
myseq9000.fa.r112 0.99 snap_masked-168289165-processed-gene-0.38-mRNA-1 0 9133043 1329M MD:Z:431A729T167 NM:i:2
myseq12000.fa.r112 0.99 snap_masked-168283834-processed-gene-0.13-mRNA-1 0 7619955 1212M MD:Z:1212 NM:i:0
myseq3000.fa.r112 0.99 snap_masked-168282317-processed-gene-2.81-mRNA-1 0 9234135 750M MD:Z:386A124C238 NM:i:2
myseq12000.fa.r112 0.99 snap_masked-168282317-processed-gene-1.55-mRNA-1 16 7592184 2328M MD:Z:2061G266 NM:i:1
myseq0.fa.r112 0.99 snap_masked-168280530-processed-gene-0.14-mRNA-1 0 7083626 357M MD:Z:357 NM:i:0
myseq0.fa.r112 0.99 snap_masked-168280502-processed-gene-0.48-mRNA-1 16 804257 342M MD:Z:135A206 NM:i:1
myseq0.fa.r112 0.99 snap_masked-168280405-processed-gene-0.57-mRNA-1 16 7125035 321M MD:Z:321 NM:i:0
myseq9000.fa.r112 0.99 snap_masked-168277302-processed-gene-0.103-mRNA-1 0 9143815 330M MD:Z:279A50 NM:i:1
myseq0.fa.r112 0.99 snap_masked-168275735-processed-gene-0.52-mRNA-1 0 1839825 207M MD:Z:207 NM:i:0
myseq0.fa.r112 0.99 snap_masked-168268917-processed-gene-0.56-mRNA-1 0 7080565 2523M MD:Z:324A348T843G1005 NM:i:3
myseq3000.fa.r112 0.99 snap_masked-168267837-processed-gene-0.30-mRNA-1 16 9300651 1932M MD:Z:33A221A30C82C7A615C20A62G11T83A56T167G68A464 NM:i:13
myseq9000.fa.r112 0.99 snap_masked-168260411-processed-gene-0.69-mRNA-1 0 430808 372M MD:Z:28T343 NM:i:1
myseq6000.fa.r112 0.99 snap_masked-168259672-processed-gene-0.13-mRNA-1 0 6848481 661M MD:Z:179GA268C72G56G81 NM:i:5
myseq0.fa.r112 0.99 snap_masked-168258397-processed-gene-0.3-mRNA-1 16 7075638 675M MD:Z:51C145C477 NM:i:2
myseq6000.fa.r112 0.99 snap_masked-168257802-processed-gene-0.34-mRNA-1 0 6755463 246M MD:Z:182C63 NM:i:1
myseq3000.fa.r112 0.99 snap_masked-168257802-processed-gene-0.32-mRNA-1 0 9289386 180M MD:Z:180 NM:i:0
myseq9000.fa.r112 0.99 snap_masked-168256972-processed-gene-0.3-mRNA-1 16 9299306 795M MD:Z:795 NM:i:0
myseq9000.fa.r112 0.99 snap_masked-168255753-processed-gene-0.73-mRNA-1 16 9268392 213M MD:Z:213 NM:i:0
myseq9000.fa.r112 0.99 snap_masked-168255753-processed-gene-0.72-mRNA-1 16 9268392 222M MD:Z:222 NM:i:0
myseq9000.fa.r112 0.99 snap_masked-168254898-processed-gene-0.45-mRNA-1 0 9265740 330M MD:Z:330 NM:i:0
myseq0.fa.r112 0.99 snap_masked-168254571-processed-gene-0.7-mRNA-1 16 7123702 615M MD:Z:579C35 NM:i:1
myseq12000.fa.r112 0.99 snap_masked-168253890-processed-gene-0.45-mRNA-1 16 7641515 195M MD:Z:30A2T38A122 NM:i:3
myseq3000.fa.r112 0.99 snap_masked-168253840-processed-gene-0.5-mRNA-1 16 8590757 294M MD:Z:95C198 NM:i:1
myseq9000.fa.r112 0.99 snap_masked-168251974-processed-gene-0.59-mRNA-1 0 4000176 306M MD:Z:306 NM:i:0
myseq6000.fa.r112 0.99 snap_masked-168251950-processed-gene-0.29-mRNA-1 0 6752695 1779M MD:Z:1552A83G40TG100 NM:i:4
myseq12000.fa.r112 0.99 snap_masked-168251630-processed-gene-0.22-mRNA-1 16 7753587 468M MD:Z:468 NM:i:0
myseq6000.fa.r112 0.99 snap_masked-168250072-processed-gene-0.12-mRNA-1 0 6788035 324M MD:Z:287A36 NM:i:1
myseq6000.fa.r112 0.99 snap_masked-168250030-processed-gene-0.4-mRNA-1 16 6813262 2355M MD:Z:41C90T359A167T5A113C386G662A308C15G14G153G3C26 NM:i:13
myseq12000.fa.r112 0.99 snap_masked-168248980-processed-gene-0.11-mRNA-1 0 7738017 4800M MD:Z:288T140G254T154C228A63T49A1A206G24A326T40A9C60G237A530T606G84G305T279C226C147C35G486 NM:i:23
myseq12000.fa.r112 0.99 snap_masked-168247724-processed-gene-0.41-mRNA-1 0 7668996 303M MD:Z:303 NM:i:0
myseq12000.fa.r112 0.99 snap_masked-168247014-processed-gene-0.22-mRNA-1 0 7749653 2016M MD:Z:431T842T86C203T450 NM:i:4
myseq12000.fa.r112 0.99 snap_masked-168245925-processed-gene-0.11-mRNA-1 16 7700664 2205M MD:Z:341C16A1592C253 NM:i:3
myseq6000.fa.r112 0.99 snap_masked-168244258-processed-gene-0.66-mRNA-1 16 6832604 321M MD:Z:251G69 NM:i:1
myseq9000.fa.r112 0.99 snap_masked-168244189-processed-gene-0.53-mRNA-1 16 9137295 486M MD:Z:486 NM:i:0
myseq12000.fa.r112 0.99 snap_masked-168243486-processed-gene-0.5-mRNA-1 16 7739266 279M MD:Z:279 NM:i:0
myseq12000.fa.r112 0.99 snap_masked-168243331-processed-gene-0.3-mRNA-1 0 7646828 873M MD:Z:45G194C4G8C353T182G81 NM:i:6
myseq0.fa.r112 0.99 snap_masked-168241459-processed-gene-0.18-mRNA-1 16 2402299 1620M MD:Z:237T350C193G600C236 NM:i:4
myseq9000.fa.r112 0.99 snap_masked-168240424-processed-gene-0.8-mRNA-1 0 9184165 855M MD:Z:62G58T68G48A143C138T332 NM:i:6
myseq6000.fa.r112 0.99 snap_masked-168238271-processed-gene-0.72-mRNA-1 0 6795105 306M MD:Z:25T26C20A95T81G54 NM:i:5
myseq12000.fa.r112 0.99 snap_masked-168237797-processed-gene-0.16-mRNA-1 0 2940583 354M MD:Z:35A318 NM:i:1
myseq6000.fa.r112 0.99 snap_masked-168236646-processed-gene-0.5-mRNA-1 0 6281293 354M MD:Z:269G62A21 NM:i:2
myseq3000.fa.r112 0.99 snap_masked-168235933-processed-gene-0.37-mRNA-1 16 9300230 420M MD:Z:20T141TG15T56C147A35 NM:i:6
myseq12000.fa.r112 0.99 snap_masked-168235716-processed-gene-0.16-mRNA-1 0 7748552 2046M MD:Z:601A226A447T769 NM:i:3
myseq6000.fa.r112 0.99 snap_masked-168235312-processed-gene-0.51-mRNA-1 16 6714127 417M MD:Z:405A11 NM:i:1
myseq9000.fa.r112 0.99 snap_masked-168233418-processed-gene-0.135-mRNA-1 0 9227963 402M MD:Z:88A26A77C3T79G6A1T72C42 NM:i:8
myseq3000.fa.r112 0.99 snap_masked-168232836-processed-gene-0.90-mRNA-1 16 9130397 207M MD:Z:28C18A159 NM:i:2
myseq0.fa.r112 0.99 snap_masked-168232428-processed-gene-0.5-mRNA-1 16 4249523 495M MD:Z:495 NM:i:0
myseq6000.fa.r112 0.99 snap_masked-168231973-processed-gene-0.49-mRNA-1 0 6784064 327M MD:Z:141T52G6C125 NM:i:3
myseq6000.fa.r112 0.99 snap_masked-168231449-processed-gene-0.7-mRNA-1 0 5302398 2136M MD:Z:344C620G521A89G558 NM:i:4
myseq12000.fa.r112 0.99 snap_masked-168230456-processed-gene-0.8-mRNA-1 0 7678388 2758M MD:Z:69A310T209A83A1168A171G35C10A62C19A145T6A265A48T144 NM:i:14
myseq9000.fa.r112 0.99 snap_masked-168230436-processed-gene-0.5-mRNA-1 16 9268096 294M MD:Z:294 NM:i:0
myseq9000.fa.r112 0.99 snap_masked-168229358-processed-gene-0.31-mRNA-1 16 9167127 189M MD:Z:189 NM:i:0
myseq0.fa.r112 0.99 snap_masked-168229351-processed-gene-0.22-mRNA-1 16 7094399 633M MD:Z:122A23T262T223 NM:i:3
myseq3000.fa.r112 0.99 snap_masked-168229213-processed-gene-0.9-mRNA-1 16 9205585 483M MD:Z:35C447 NM:i:1
myseq12000.fa.r112 0.99 snap_masked-168228894-processed-gene-0.91-mRNA-1 16 7638602 333M MD:Z:9A19G52C13A15C146A33G39 NM:i:7
myseq3000.fa.r112 0.99 snap_masked-168225351-processed-gene-0.3-mRNA-1 0 9298887 1146M MD:Z:302A2A59C42G136G209C63C33A9T14G267 NM:i:10
myseq12000.fa.r112 0.99 snap_masked-168225051-processed-gene-0.49-mRNA-1 16 7597937 564M MD:Z:32A15C39TC18A38T142C6C266 NM:i:8
myseq12000.fa.r112 0.99 snap_masked-168224235-processed-gene-0.25-mRNA-1 16 7663740 399M MD:Z:62A40A266A28 NM:i:3
myseq12000.fa.r112 0.99 snap_masked-168223974-processed-gene-0.66-mRNA-1 0 7588981 288M MD:Z:288 NM:i:0
myseq9000.fa.r112 0.99 snap_masked-168207360-processed-gene-0.89-mRNA-1 0 9177340 324M MD:Z:239C84 NM:i:1
myseq0.fa.r112 0.99 snap_masked-168205361-processed-gene-0.6-mRNA-1 16 7043739 335M MD:Z:335 NM:i:0
myseq3000.fa.r112 0.99 snap_masked-168204345-processed-gene-0.4-mRNA-1 0 9300458 463M MD:Z:112C148A29T3G167 NM:i:4
myseq12000.fa.r112 0.99 snap_masked-168203889-processed-gene-1.64-mRNA-1 16 7589436 270M MD:Z:21G35C36G175 NM:i:3
myseq0.fa.r112 0.99 snap_masked-168203871-processed-gene-0.26-mRNA-1 0 7164284 330M MD:Z:150T179 NM:i:1
myseq12000.fa.r112 0.99 snap_masked-168201110-processed-gene-0.3-mRNA-1 0 7587679 186M MD:Z:170G15 NM:i:1
myseq3000.fa.r112 0.99 snap_masked-168198301-processed-gene-0.22-mRNA-1 16 9300382 1998M MD:Z:537A17A275G103T12T26A1022 NM:i:6
myseq0.fa.r112 0.99 snap_masked-168196537-processed-gene-0.72-mRNA-1 16 7164417 1935M MD:Z:527C28G189G289A28A787G36G44 NM:i:7
myseq12000.fa.r112 0.99 snap_masked-168196290-processed-gene-0.43-mRNA-1 0 7753056 231M MD:Z:4A2G8C3TA7C4C1A7C12T3GAA2T2G3T8A3C29A1A2T2T6TAT11T7A6G3G5G3A13T6C1C1C4A18G3T3 NM:i:38
myseq12000.fa.r112 0.99 snap_masked-168196290-processed-gene-0.41-mRNA-1 16 7709100 378M MD:Z:197G120C59 NM:i:2
myseq6000.fa.r112 0.99 snap_masked-168195827-processed-gene-0.34-mRNA-1 0 6843658 303M MD:Z:236C3G62 NM:i:2
myseq6000.fa.r112 0.99 snap_masked-168194944-processed-gene-0.7-mRNA-1 16 6845854 309M MD:Z:309 NM:i:0
myseq3000.fa.r112 0.99 snap_masked-168193859-processed-gene-0.4-mRNA-1 16 9208794 366M MD:Z:51C85C228 NM:i:2
myseq9000.fa.r112 0.99 snap_masked-168191992-processed-gene-0.18-mRNA-1 0 7265015 306M MD:Z:47G108G84G64 NM:i:3
myseq15000.fa.r112 0.99 snap_masked-168191937-processed-gene-0.90-mRNA-1 16 754304 387M MD:Z:387 NM:i:0
myseq6000.fa.r112 0.99 snap_masked-168191928-processed-gene-0.121-mRNA-1 16 1863263 315M MD:Z:315 NM:i:0
myseq0.fa.r112 0.99 snap_masked-168191928-processed-gene-0.105-mRNA-1 0 7165379 315M MD:Z:55A169G38A50 NM:i:3
myseq0.fa.r112 0.99 snap_masked-168191652-processed-gene-0.29-mRNA-1 16 935919 495M MD:Z:77G207A193T15 NM:i:3
myseq3000.fa.r112 0.99 snap_masked-168191447-processed-gene-0.12-mRNA-1 16 9188325 897M MD:Z:40G214C143C99T195C52C84A63 NM:i:7
myseq3000.fa.r112 0.99 snap_masked-168191390-processed-gene-0.33-mRNA-1 16 9132916 330M MD:Z:249T80 NM:i:1
myseq3000.fa.r112 0.99 snap_masked-168191369-processed-gene-0.49-mRNA-1 16 9173277 2022M MD:Z:8C760A643GC55C221G329 NM:i:6
myseq6000.fa.r112 0.99 snap_masked-168191007-processed-gene-0.66-mRNA-1 0 5071911 495M MD:Z:140A172T181 NM:i:2
myseq6000.fa.r112 0.99 snap_masked-168190796-processed-gene-0.31-mRNA-1 0 3730561 411M MD:Z:157G1G140C110 NM:i:3
myseq9000.fa.r112 0.99 snap_masked-168190460-processed-gene-0.24-mRNA-1 16 9222925 495M MD:Z:18A40T435 NM:i:2
myseq3000.fa.r112 0.99 snap_masked-168190124-processed-gene-0.73-mRNA-1 16 9299827 339M MD:Z:339 NM:i:0
myseq12000.fa.r112 0.99 snap_masked-168190124-processed-gene-0.71-mRNA-1 16 6893926 234M MD:Z:234 NM:i:0
myseq12000.fa.r112 0.99 snap_masked-168190067-processed-gene-0.38-mRNA-1 0 7683462 219M MD:Z:219 NM:i:0
myseq3000.fa.r112 0.99 snap_masked-168189808-processed-gene-0.48-mRNA-1 0 9141616 453M MD:Z:74C15A35G175G31A27C90 NM:i:6
myseq12000.fa.r112 0.99 snap_masked-168189668-processed-gene-0.74-mRNA-1 0 7681707 846M MD:Z:5C216A116A216G10G6A7A96A33G132 NM:i:9
myseq0.fa.r112 0.99 snap_masked-168189569-processed-gene-0.16-mRNA-1 16 7142493 219M MD:Z:18T81A15C102 NM:i:3
myseq3000.fa.r112 0.99 snap_masked-168189516-processed-gene-0.90-mRNA-1 16 9259119 195M MD:Z:95T99 NM:i:1
myseq6000.fa.r112 0.99 snap_masked-168189179-processed-gene-0.37-mRNA-1 0 6775226 363M MD:Z:94T268 NM:i:1
myseq0.fa.r112 0.99 snap_masked-168188906-processed-gene-0.33-mRNA-1 0 7134480 375M MD:Z:67A156T62C87 NM:i:3
myseq3000.fa.r112 0.99 snap_masked-168188713-processed-gene-0.72-mRNA-1 16 9211317 771M MD:Z:7G480C59C128T93 NM:i:4
myseq6000.fa.r112 0.99 snap_masked-168188563-processed-gene-0.47-mRNA-1 0 6706270 237M MD:Z:237 NM:i:0
myseq0.fa.r112 0.99 snap_masked-168188513-processed-gene-0.34-mRNA-1 0 7023724 468M MD:Z:11A147G308 NM:i:2
myseq3000.fa.r112 0.99 snap_masked-168188075-processed-gene-0.49-mRNA-1 16 9135135 825M MD:Z:825 NM:i:0
myseq6000.fa.r112 0.99 snap_masked-168188067-processed-gene-0.21-mRNA-1 0 6839555 2073M MD:Z:41G959G125T155A303C78G27G378 NM:i:7
myseq3000.fa.r112 0.99 snap_masked-168187912-processed-gene-0.81-mRNA-1 0 9257759 198M MD:Z:198 NM:i:0
myseq0.fa.r112 0.99 snap_masked-168187745-processed-gene-0.35-mRNA-1 16 7094626 513M MD:Z:93T419 NM:i:1
myseq12000.fa.r112 0.99 snap_masked-168187669-processed-gene-0.18-mRNA-1 0 7678388 1980M MD:Z:403G90T13G23T82A310T209A83A759 NM:i:8
myseq6000.fa.r112 0.99 snap_masked-168187529-processed-gene-0.23-mRNA-1 0 6752123 576M MD:Z:64C241A33C99T135 NM:i:4
myseq12000.fa.r112 0.99 snap_masked-168187287-processed-gene-0.28-mRNA-1 0 7664866 291M MD:Z:215T75 NM:i:1
myseq12000.fa.r112 0.99 snap_masked-168187126-processed-gene-0.29-mRNA-1 16 7711704 429M MD:Z:51A172G204 NM:i:2
myseq9000.fa.r112 0.99 snap_masked-168186752-processed-gene-0.54-mRNA-1 16 9298012 354M MD:Z:137C216 NM:i:1
myseq12000.fa.r112 0.99 snap_masked-168186642-processed-gene-0.38-mRNA-1 16 7738068 327M MD:Z:327 NM:i:0
myseq6000.fa.r112 0.99 snap_masked-168186394-processed-gene-0.41-mRNA-1 0 2334380 312M MD:Z:312 NM:i:0
myseq3000.fa.r112 0.99 snap_masked-168186077-processed-gene-0.11-mRNA-1 0 9299076 276M MD:Z:246A29 NM:i:1
myseq9000.fa.r112 0.99 snap_masked-168184386-processed-gene-0.10-mRNA-1 16 9212346 246M MD:Z:246 NM:i:0
myseq0.fa.r112 0.99 snap_masked-168184024-processed-gene-0.4-mRNA-1 16 7165695 1272M MD:Z:1272 NM:i:0
myseq3000.fa.r112 0.99 snap_masked-168183437-processed-gene-0.5-mRNA-1 0 6458278 261M MD:Z:62A52T139G5 NM:i:3
myseq3000.fa.r112 0.99 snap_masked-168183437-processed-gene-0.4-mRNA-1 0 6458278 219M MD:Z:6G38T31G30A15A94 NM:i:5
myseq12000.fa.r112 0.99 snap_masked-168183094-processed-gene-0.12-mRNA-1 0 7749402 2466M MD:Z:332T161T177T153A175T10A1C83A106T7C399G851 NM:i:11
myseq6000.fa.r112 0.99 snap_masked-168182963-processed-gene-0.36-mRNA-1 16 6709422 198M MD:Z:161C36 NM:i:1
myseq6000.fa.r112 0.99 snap_masked-168182894-processed-gene-0.14-mRNA-1 0 6738412 192M MD:Z:192 NM:i:0
myseq12000.fa.r112 0.99 snap_masked-168182857-processed-gene-0.25-mRNA-1 16 7239798 2414M MD:Z:12G176T222A217A64G95G188A245G368G509G308 NM:i:10
myseq3000.fa.r112 0.99 snap_masked-168180440-processed-gene-0.47-mRNA-1 16 9227000 2379M MD:Z:339G572G6A385G97C10C38A93C24G565A36G9G100G25T44C21 NM:i:15
myseq0.fa.r112 0.99 snap_masked-168176188-processed-gene-0.30-mRNA-1 16 7080766 627M MD:Z:35G17G573 NM:i:2
myseq12000.fa.r112 0.99 snap_masked-168166045-processed-gene-0.16-mRNA-1 16 7643684 441M MD:Z:441 NM:i:0
myseq3000.fa.r112 0.99 snap_masked-168151951-processed-gene-0.20-mRNA-1 16 601628 294M MD:Z:294 NM:i:0
myseq3000.fa.r112 0.99 snap_masked-168142510-processed-gene-0.7-mRNA-1 16 9265755 1732M MD:Z:37G275A386A37C283G11T52G322T236G84 NM:i:9
myseq9000.fa.r112 0.99 snap_masked-168137277-processed-gene-0.15-mRNA-1 16 9221854 321M MD:Z:123C73T11T102T8 NM:i:4
myseq6000.fa.r112 0.99 snap_masked-168131124-processed-gene-0.17-mRNA-1 0 6839356 2088M MD:Z:265G129C320G1371 NM:i:3
myseq6000.fa.r112 0.99 snap_masked-168127518-processed-gene-0.19-mRNA-1 16 6731261 1488M MD:Z:162T369TT246A43C56A384T27A20A16G52TA1C22C19G9T18C27 NM:i:17
myseq3000.fa.r112 0.99 snap_masked-168117964-processed-gene-0.9-mRNA-1 16 9298875 2208M MD:Z:381A235T132G1G60C8G188T63A27C144T20A98G121G94A166C231A130C38G30A22 NM:i:19
myseq9000.fa.r112 0.99 snap_masked-168113208-processed-gene-0.3-mRNA-1 0 9298737 413M MD:Z:170G35C37G70T56G40 NM:i:5
myseq3000.fa.r112 0.99 snap_masked-168109874-processed-gene-0.8-mRNA-1 0 9240473 2439M MD:Z:57C15A24A5C5C57A28A405G331C20A57T440T127T170T36G145C470C30 NM:i:17
myseq0.fa.r112 0.99 snap_masked-168104289-processed-gene-0.8-mRNA-1 0 7145471 2121M MD:Z:181G67T208C34G454C70C173A81GA128G395A34C97T101G2T81 NM:i:15
myseq6000.fa.r112 0.99 snap_masked-168100839-processed-gene-0.18-mRNA-1 0 6784956 1099M MD:Z:7A35T57G375G142A96C53G13G309A3 NM:i:9
myseq3000.fa.r112 0.99 snap_masked-168099555-processed-gene-0.23-mRNA-1 16 9249453 498M MD:Z:115T103T57C48T17G6T55G41G28T5A13 NM:i:10
myseq9000.fa.r112 0.99 snap_masked-168095837-processed-gene-0.26-mRNA-1 0 9286720 2655M MD:Z:377G74C17G215G11A121G31G50C183A1090T112A363 NM:i:11
myseq3000.fa.r112 0.99 snap_masked-168089074-processed-gene-0.6-mRNA-1 16 9130624 1977M MD:Z:160C38T154A3A201G5C107A263C376C23T106C7C72A147A157A143 NM:i:15
myseq6000.fa.r112 0.99 snap_masked-168072646-processed-gene-0.20-mRNA-1 16 6819234 747M MD:Z:45G114C147G13A125C210A11T61G13 NM:i:8
myseq12000.fa.r112 0.99 snap_masked-168050500-processed-gene-0.7-mRNA-1 16 7682485 2679M MD:Z:1638G53G522G463 NM:i:3
myseq9000.fa.r112 0.99 snap_masked-168029313-processed-gene-0.20-mRNA-1 16 9299723 2151M MD:Z:78C88T129A351A949T95G455 NM:i:6
myseq6000.fa.r112 0.99 snap_masked-168020940-processed-gene-0.5-mRNA-1 16 6774670 432M MD:Z:13T2T4T56T30C30A16A274 NM:i:7
myseq6000.fa.r112 0.99 snap_masked-168019662-processed-gene-0.15-mRNA-1 16 2351848 2586M MD:Z:2085G500 NM:i:1
myseq0.fa.r112 0.99 snap_masked-168019490-processed-gene-0.9-mRNA-1 0 7016546 1081M MD:Z:129C951 NM:i:1
myseq3000.fa.r112 0.99 snap_masked-168017413-processed-gene-0.9-mRNA-1 0 9173137 477M MD:Z:176A300 NM:i:1
myseq6000.fa.r112 0.99 snap_masked-167999217-processed-gene-0.8-mRNA-1 16 111569 222M MD:Z:16G2C16G2G3A7CTAG2G6GT19T1T3G3AAAC5T3T5T12G1T15T12G7T11G3AG2C1C4A18GG8 NM:i:35
myseq12000.fa.r112 0.99 snap_masked-167989576-processed-gene-0.10-mRNA-1 0 7679026 1006M MD:Z:189T55C32G242C101G6G51T83C9C53C96T51A26 NM:i:12
myseq0.fa.r112 0.99 snap_masked-167976988-processed-gene-0.43-mRNA-1 0 7121974 534M MD:Z:47A108T111C192A72 NM:i:4
myseq0.fa.r112 0.99 snap_masked-167970637-processed-gene-0.4-mRNA-1 16 7044567 621M MD:Z:18A44T242T6T7A36T51A53G26C4A65C13A9T21A12 NM:i:14
myseq0.fa.r112 0.99 snap_masked-167965827-processed-gene-0.5-mRNA-1 0 7075525 1515M MD:Z:253C134C83A48A136A122C19T237G149C1A50C155T34G81 NM:i:13
myseq3000.fa.r112 0.99 snap_masked-167945886-processed-gene-0.22-mRNA-1 0 9302751 351M MD:Z:351 NM:i:0
myseq6000.fa.r112 0.99 snap_masked-167941443-processed-gene-0.79-mRNA-1 0 6286514 615M MD:Z:112C502 NM:i:1
myseq12000.fa.r112 0.99 snap_masked-167938364-processed-gene-0.2-mRNA-1 0 7669004 1935M MD:Z:4T5C89C96T11T83T236A441C259A257T404C39 NM:i:11
myseq3000.fa.r112 0.99 snap_masked-167911233-processed-gene-0.18-mRNA-1 0 9243718 207M MD:Z:178T1G26 NM:i:2
myseq9000.fa.r112 0.99 snap_masked-167908766-processed-gene-0.52-mRNA-1 16 9255102 2313M MD:Z:419G77A30T64G6A257A10C54G134T120C814G122G29T46C21T33A61 NM:i:16
myseq12000.fa.r112 0.99 snap_masked-167902299-processed-gene-0.7-mRNA-1 0 7750664 2367M MD:Z:51A43CC27G12T209C535G24C135T293A92C93A10T4A20A49A280G19C453 NM:i:18
myseq3000.fa.r112 0.99 snap_masked-167900719-processed-gene-0.5-mRNA-1 16 9262643 1904M MD:Z:200A1235C329G65G71 NM:i:4
myseq12000.fa.r112 0.99 snap_masked-167884987-processed-gene-0.25-mRNA-1 0 7723242 1671M MD:Z:30T358G1281 NM:i:2
myseq3000.fa.r112 0.99 snap_masked-167884042-processed-gene-0.68-mRNA-1 16 9175700 2055M MD:Z:2055 NM:i:0
myseq3000.fa.r112 0.99 snap_masked-167872780-processed-gene-0.75-mRNA-1 0 9273693 3240M MD:Z:1450T389A99C377C335G568C16 NM:i:6
